,player_name,pitcher,stand,pitch_type,PitchesThrown,TotalPC,%,BatterName,batter
175917,Connelly Early,813349,L,SL,2,24,0.08333333333333333,Nick Kurtz,701762
175918,Connelly Early,813349,L,ST,2,24,0.08333333333333333,Nick Kurtz,701762
175919,Connelly Early,813349,R,CH,2,10,0.2,Noelvi Marte,682622
175920,Connelly Early,813349,R,CU,3,10,0.3,Noelvi Marte,682622
175921,Connelly Early,813349,R,FF,4,10,0.4,Noelvi Marte,682622
175922,Connelly Early,813349,R,SL,1,10,0.1,Noelvi Marte,682622
175923,Connelly Early,813349,L,FF,2,8,0.25,Parker Meadows,678009
175924,Connelly Early,813349,L,SI,2,8,0.25,Parker Meadows,678009
175925,Connelly Early,813349,L,ST,4,8,0.5,Parker Meadows,678009
175926,Connelly Early,813349,R,CH,3,13,0.23076923076923078,Pedro Pages,686780
175927,Connelly Early,813349,R,FF,9,13,0.6923076923076923,Pedro Pages,686780
175928,Connelly Early,813349,R,SI,1,13,0.07692307692307693,Pedro Pages,686780
175929,Connelly Early,813349,R,CH,2,7,0.2857142857142857,Ramon Laureano,657656
175930,Connelly Early,813349,R,CU,1,7,0.14285714285714285,Ramon Laureano,657656
175931,Connelly Early,813349,R,SI,3,7,0.42857142857142855,Ramon Laureano,657656
175932,Connelly Early,813349,R,SL,1,7,0.14285714285714285,Ramon Laureano,657656
175933,Connelly Early,813349,R,CH,1,5,0.2,Ramon Urias,602104
175934,Connelly Early,813349,R,CU,1,5,0.2,Ramon Urias,602104
175935,Connelly Early,813349,R,FF,1,5,0.2,Ramon Urias,602104
175936,Connelly Early,813349,R,SL,2,5,0.4,Ramon Urias,602104
175937,Connelly Early,813349,R,CH,2,5,0.4,Randal Grichuk,545341
175938,Connelly Early,813349,R,FF,3,5,0.6,Randal Grichuk,545341
175939,Connelly Early,813349,L,FF,3,9,0.3333333333333333,Riley Greene,682985
175940,Connelly Early,813349,L,SI,2,9,0.2222222222222222,Riley Greene,682985
175941,Connelly Early,813349,L,SL,2,9,0.2222222222222222,Riley Greene,682985
175942,Connelly Early,813349,L,ST,2,9,0.2222222222222222,Riley Greene,682985
175943,Connelly Early,813349,R,CH,3,14,0.21428571428571427,Ryan Jeffers,680777
175944,Connelly Early,813349,R,CU,2,14,0.14285714285714285,Ryan Jeffers,680777
175945,Connelly Early,813349,R,FF,4,14,0.2857142857142857,Ryan Jeffers,680777
175946,Connelly Early,813349,R,SI,4,14,0.2857142857142857,Ryan Jeffers,680777
175947,Connelly Early,813349,R,SL,1,14,0.07142857142857142,Ryan Jeffers,680777
175948,Connelly Early,813349,R,CH,1,10,0.1,Ryan Kreidler,668952
175949,Connelly Early,813349,R,CU,3,10,0.3,Ryan Kreidler,668952
175950,Connelly Early,813349,R,FF,5,10,0.5,Ryan Kreidler,668952
175951,Connelly Early,813349,R,SI,1,10,0.1,Ryan Kreidler,668952
175952,Connelly Early,813349,R,CH,2,10,0.2,Sal Stewart,701398
175953,Connelly Early,813349,R,CU,2,10,0.2,Sal Stewart,701398
175954,Connelly Early,813349,R,FF,2,10,0.2,Sal Stewart,701398
175955,Connelly Early,813349,R,SL,3,10,0.3,Sal Stewart,701398
175956,Connelly Early,813349,R,ST,1,10,0.1,Sal Stewart,701398
175957,Connelly Early,813349,R,CH,8,23,0.34782608695652173,Shea Langeliers,669127
175958,Connelly Early,813349,R,CU,4,23,0.17391304347826086,Shea Langeliers,669127
175959,Connelly Early,813349,R,FF,8,23,0.34782608695652173,Shea Langeliers,669127
175960,Connelly Early,813349,R,SI,1,23,0.043478260869565216,Shea Langeliers,669127
175961,Connelly Early,813349,R,SL,2,23,0.08695652173913043,Shea Langeliers,669127
175962,Connelly Early,813349,R,CH,1,4,0.25,Spencer Steer,668715
175963,Connelly Early,813349,R,FF,3,4,0.75,Spencer Steer,668715
175964,Connelly Early,813349,R,CH,2,9,0.2222222222222222,Spencer Torkelson,679529
175965,Connelly Early,813349,R,CU,3,9,0.3333333333333333,Spencer Torkelson,679529
175966,Connelly Early,813349,R,FF,3,9,0.3333333333333333,Spencer Torkelson,679529
175967,Connelly Early,813349,R,SI,1,9,0.1111111111111111,Spencer Torkelson,679529
175968,Connelly Early,813349,L,FF,6,14,0.42857142857142855,TJ Friedl,670770
175969,Connelly Early,813349,L,SI,4,14,0.2857142857142857,TJ Friedl,670770
175970,Connelly Early,813349,L,SL,2,14,0.14285714285714285,TJ Friedl,670770
175971,Connelly Early,813349,L,ST,2,14,0.14285714285714285,TJ Friedl,670770
175972,Connelly Early,813349,L,FF,4,9,0.4444444444444444,Tristan Gray,656484
175973,Connelly Early,813349,L,SL,2,9,0.2222222222222222,Tristan Gray,656484
175974,Connelly Early,813349,L,ST,3,9,0.3333333333333333,Tristan Gray,656484
175975,Connelly Early,813349,R,CH,3,9,0.3333333333333333,Ty France,664034
175976,Connelly Early,813349,R,CU,2,9,0.2222222222222222,Ty France,664034
175977,Connelly Early,813349,R,FF,1,9,0.1111111111111111,Ty France,664034
175978,Connelly Early,813349,R,SL,3,9,0.3333333333333333,Ty France,664034
175979,Connelly Early,813349,L,FF,1,6,0.16666666666666666,Tyler Soderstrom,691016
175980,Connelly Early,813349,L,SI,3,6,0.5,Tyler Soderstrom,691016
175981,Connelly Early,813349,L,SL,2,6,0.3333333333333333,Tyler Soderstrom,691016
175982,Connelly Early,813349,R,CH,4,12,0.3333333333333333,Tyler Stephenson,663886
175983,Connelly Early,813349,R,FF,3,12,0.25,Tyler Stephenson,663886
175984,Connelly Early,813349,R,SL,5,12,0.4166666666666667,Tyler Stephenson,663886
175985,Connelly Early,813349,R,CU,2,6,0.3333333333333333,Victor Caratini,605170
175986,Connelly Early,813349,R,FF,2,6,0.3333333333333333,Victor Caratini,605170
175987,Connelly Early,813349,R,SL,2,6,0.3333333333333333,Victor Caratini,605170
175988,Connelly Early,813349,L,FF,1,9,0.1111111111111111,Victor Scott II,687363
175989,Connelly Early,813349,L,SI,3,9,0.3333333333333333,Victor Scott II,687363
175990,Connelly Early,813349,L,ST,5,9,0.5555555555555556,Victor Scott II,687363
175991,Connelly Early,813349,R,CU,2,6,0.3333333333333333,Wenceel Perez,672761
175992,Connelly Early,813349,R,FF,4,6,0.6666666666666666,Wenceel Perez,672761
175993,Connelly Early,813349,R,CH,5,11,0.45454545454545453,Xander Bogaerts,593428
175994,Connelly Early,813349,R,CU,2,11,0.18181818181818182,Xander Bogaerts,593428
175995,Connelly Early,813349,R,FF,1,11,0.09090909090909091,Xander Bogaerts,593428
175996,Connelly Early,813349,R,SI,1,11,0.09090909090909091,Xander Bogaerts,593428
175997,Connelly Early,813349,R,SL,2,11,0.18181818181818182,Xander Bogaerts,593428
175998,Connelly Early,813349,R,CH,1,8,0.125,Yandy Diaz,650490
175999,Connelly Early,813349,R,CU,1,8,0.125,Yandy Diaz,650490
176000,Connelly Early,813349,R,FF,5,8,0.625,Yandy Diaz,650490
176001,Connelly Early,813349,R,SL,1,8,0.125,Yandy Diaz,650490
176002,Connelly Early,813349,R,CH,1,9,0.1111111111111111,Zack Gelof,680869
176003,Connelly Early,813349,R,CU,1,9,0.1111111111111111,Zack Gelof,680869
176004,Connelly Early,813349,R,FF,5,9,0.5555555555555556,Zack Gelof,680869
176005,Connelly Early,813349,R,SL,2,9,0.2222222222222222,Zack Gelof,680869
227250,Dylan Cease,656302,L,CU,4,11,0.36363636363636365,Aaron Hicks,543305
227251,Dylan Cease,656302,L,FF,7,11,0.6363636363636364,Aaron Hicks,543305
227252,Dylan Cease,656302,R,CH,1,50,0.02,Aaron Judge,592450
227253,Dylan Cease,656302,R,CU,4,50,0.08,Aaron Judge,592450
227254,Dylan Cease,656302,R,FF,25,50,0.5,Aaron Judge,592450
227255,Dylan Cease,656302,R,SL,20,50,0.4,Aaron Judge,592450
227256,Dylan Cease,656302,L,CU,4,13,0.3076923076923077,Abraham Toro,647351
227257,Dylan Cease,656302,L,FF,6,13,0.46153846153846156,Abraham Toro,647351
227258,Dylan Cease,656302,L,SL,3,13,0.23076923076923078,Abraham Toro,647351
227259,Dylan Cease,656302,R,FF,1,7,0.14285714285714285,Adam Duvall,594807
227260,Dylan Cease,656302,R,SL,6,7,0.8571428571428571,Adam Duvall,594807
227261,Dylan Cease,656302,L,CH,4,61,0.06557377049180328,Adam Frazier,624428
227262,Dylan Cease,656302,L,CU,5,61,0.08196721311475409,Adam Frazier,624428
227263,Dylan Cease,656302,L,FF,27,61,0.4426229508196721,Adam Frazier,624428
227264,Dylan Cease,656302,L,SI,1,61,0.01639344262295082,Adam Frazier,624428
227265,Dylan Cease,656302,L,SL,24,61,0.39344262295081966,Adam Frazier,624428
227266,Dylan Cease,656302,L,FF,5,7,0.7142857142857143,Addison Barger,680718
227267,Dylan Cease,656302,L,SL,2,7,0.2857142857142857,Addison Barger,680718
227268,Dylan Cease,656302,L,CH,2,45,0.044444444444444446,Adley Rutschman,668939
227269,Dylan Cease,656302,L,CU,11,45,0.24444444444444444,Adley Rutschman,668939
227270,Dylan Cease,656302,L,FF,25,45,0.5555555555555556,Adley Rutschman,668939
227271,Dylan Cease,656302,L,SL,7,45,0.15555555555555556,Adley Rutschman,668939
227272,Dylan Cease,656302,R,CU,9,47,0.19148936170212766,Adolis Garcia,666969
227273,Dylan Cease,656302,R,FF,17,47,0.3617021276595745,Adolis Garcia,666969
227274,Dylan Cease,656302,R,SL,21,47,0.44680851063829785,Adolis Garcia,666969
227275,Dylan Cease,656302,R,FF,5,12,0.4166666666666667,Agustin Ramirez,682663
227276,Dylan Cease,656302,R,SI,2,12,0.16666666666666666,Agustin Ramirez,682663
227277,Dylan Cease,656302,R,SL,4,12,0.3333333333333333,Agustin Ramirez,682663
227278,Dylan Cease,656302,R,ST,1,12,0.08333333333333333,Agustin Ramirez,682663
227279,Dylan Cease,656302,L,CH,2,29,0.06896551724137931,Akil Baddoo,668731
227280,Dylan Cease,656302,L,CU,2,29,0.06896551724137931,Akil Baddoo,668731
227281,Dylan Cease,656302,L,FF,10,29,0.3448275862068966,Akil Baddoo,668731
227282,Dylan Cease,656302,L,SL,15,29,0.5172413793103449,Akil Baddoo,668731
227283,Dylan Cease,656302,R,CU,1,12,0.08333333333333333,Alan Trejo,676701
227284,Dylan Cease,656302,R,FF,7,12,0.5833333333333334,Alan Trejo,676701
227285,Dylan Cease,656302,R,SL,4,12,0.3333333333333333,Alan Trejo,676701
227286,Dylan Cease,656302,R,CU,1,16,0.0625,Alec Bohm,664761
227287,Dylan Cease,656302,R,FF,6,16,0.375,Alec Bohm,664761
227288,Dylan Cease,656302,R,SL,8,16,0.5,Alec Bohm,664761
227289,Dylan Cease,656302,R,ST,1,16,0.0625,Alec Bohm,664761
227290,Dylan Cease,656302,L,CU,3,20,0.15,Alec Burleson,676475
227291,Dylan Cease,656302,L,FF,7,20,0.35,Alec Burleson,676475
227292,Dylan Cease,656302,L,SI,1,20,0.05,Alec Burleson,676475
227293,Dylan Cease,656302,L,SL,8,20,0.4,Alec Burleson,676475
227294,Dylan Cease,656302,L,ST,1,20,0.05,Alec Burleson,676475
227295,Dylan Cease,656302,R,CU,1,8,0.125,Aledmys Diaz,649557
227296,Dylan Cease,656302,R,FF,1,8,0.125,Aledmys Diaz,649557
227297,Dylan Cease,656302,R,SL,6,8,0.75,Aledmys Diaz,649557
227298,Dylan Cease,656302,R,CU,4,31,0.12903225806451613,Alejandro Kirk,672386
227299,Dylan Cease,656302,R,FF,9,31,0.2903225806451613,Alejandro Kirk,672386
227300,Dylan Cease,656302,R,SL,18,31,0.5806451612903226,Alejandro Kirk,672386
227301,Dylan Cease,656302,L,CU,7,26,0.2692307692307692,Alek Thomas,677950
227302,Dylan Cease,656302,L,FF,8,26,0.3076923076923077,Alek Thomas,677950
227303,Dylan Cease,656302,L,SL,11,26,0.4230769230769231,Alek Thomas,677950
227304,Dylan Cease,656302,R,CU,7,58,0.1206896551724138,Alex Bregman,608324
227305,Dylan Cease,656302,R,FF,21,58,0.3620689655172414,Alex Bregman,608324
227306,Dylan Cease,656302,R,SI,3,58,0.05172413793103448,Alex Bregman,608324
227307,Dylan Cease,656302,R,SL,23,58,0.39655172413793105,Alex Bregman,608324
227308,Dylan Cease,656302,R,ST,4,58,0.06896551724137931,Alex Bregman,608324
227309,Dylan Cease,656302,R,FF,6,14,0.42857142857142855,Alex Call,669743
227310,Dylan Cease,656302,R,SL,8,14,0.5714285714285714,Alex Call,669743
227311,Dylan Cease,656302,L,CH,1,16,0.0625,Alex Freeland,690976
227312,Dylan Cease,656302,L,CU,1,16,0.0625,Alex Freeland,690976
227313,Dylan Cease,656302,L,FF,9,16,0.5625,Alex Freeland,690976
227314,Dylan Cease,656302,L,SI,2,16,0.125,Alex Freeland,690976
227315,Dylan Cease,656302,L,SL,3,16,0.1875,Alex Freeland,690976
227316,Dylan Cease,656302,R,FF,5,13,0.38461538461538464,Alex Jackson,656577
227317,Dylan Cease,656302,R,SL,8,13,0.6153846153846154,Alex Jackson,656577
227318,Dylan Cease,656302,L,CU,4,18,0.2222222222222222,Alex Kirilloff,666135
227319,Dylan Cease,656302,L,FF,11,18,0.6111111111111112,Alex Kirilloff,666135
227320,Dylan Cease,656302,L,SL,3,18,0.16666666666666666,Alex Kirilloff,666135
227321,Dylan Cease,656302,L,CH,5,60,0.08333333333333333,Alex Verdugo,657077
227322,Dylan Cease,656302,L,CU,6,60,0.1,Alex Verdugo,657077
227323,Dylan Cease,656302,L,FC,1,60,0.016666666666666666,Alex Verdugo,657077
227324,Dylan Cease,656302,L,FF,23,60,0.38333333333333336,Alex Verdugo,657077
227325,Dylan Cease,656302,L,SI,2,60,0.03333333333333333,Alex Verdugo,657077
227326,Dylan Cease,656302,L,SL,23,60,0.38333333333333336,Alex Verdugo,657077
227327,Dylan Cease,656302,R,FF,7,23,0.30434782608695654,Alexander Canario,672744
227328,Dylan Cease,656302,R,SL,16,23,0.6956521739130435,Alexander Canario,672744
227329,Dylan Cease,656302,R,FF,2,2,1.0,Ali Sanchez,645305
227330,Dylan Cease,656302,R,CU,5,47,0.10638297872340426,Amed Rosario,642708
227331,Dylan Cease,656302,R,FF,22,47,0.46808510638297873,Amed Rosario,642708
227332,Dylan Cease,656302,R,SL,20,47,0.425531914893617,Amed Rosario,642708
227333,Dylan Cease,656302,R,CU,2,6,0.3333333333333333,Andrelton Simmons,592743
227334,Dylan Cease,656302,R,FF,3,6,0.5,Andrelton Simmons,592743
227335,Dylan Cease,656302,R,SL,1,6,0.16666666666666666,Andrelton Simmons,592743
227336,Dylan Cease,656302,L,CH,3,85,0.03529411764705882,Andres Gimenez,665926
227337,Dylan Cease,656302,L,CU,18,85,0.21176470588235294,Andres Gimenez,665926
227338,Dylan Cease,656302,L,FF,34,85,0.4,Andres Gimenez,665926
227339,Dylan Cease,656302,L,SI,1,85,0.011764705882352941,Andres Gimenez,665926
227340,Dylan Cease,656302,L,SL,29,85,0.3411764705882353,Andres Gimenez,665926
227341,Dylan Cease,656302,L,CH,1,27,0.037037037037037035,Andrew Benintendi,643217
227342,Dylan Cease,656302,L,CU,4,27,0.14814814814814814,Andrew Benintendi,643217
227343,Dylan Cease,656302,L,FF,15,27,0.5555555555555556,Andrew Benintendi,643217
227344,Dylan Cease,656302,L,SL,7,27,0.25925925925925924,Andrew Benintendi,643217
227345,Dylan Cease,656302,R,FF,5,10,0.5,Andrew Knizner,668800
227346,Dylan Cease,656302,R,SI,2,10,0.2,Andrew Knizner,668800
227347,Dylan Cease,656302,R,SL,3,10,0.3,Andrew Knizner,668800
227348,Dylan Cease,656302,R,CU,1,26,0.038461538461538464,Andrew McCutchen,457705
227349,Dylan Cease,656302,R,FF,8,26,0.3076923076923077,Andrew McCutchen,457705
227350,Dylan Cease,656302,R,SL,17,26,0.6538461538461539,Andrew McCutchen,457705
227351,Dylan Cease,656302,L,FF,8,9,0.8888888888888888,Andrew Stevenson,664057
227352,Dylan Cease,656302,L,SL,1,9,0.1111111111111111,Andrew Stevenson,664057
227353,Dylan Cease,656302,R,CU,2,16,0.125,Andrew Vaughn,683734
227354,Dylan Cease,656302,R,FF,6,16,0.375,Andrew Vaughn,683734
227355,Dylan Cease,656302,R,SI,1,16,0.0625,Andrew Vaughn,683734
227356,Dylan Cease,656302,R,SL,7,16,0.4375,Andrew Vaughn,683734
227357,Dylan Cease,656302,L,CU,3,9,0.3333333333333333,Andrew Velazquez,623205
227358,Dylan Cease,656302,L,FF,5,9,0.5555555555555556,Andrew Velazquez,623205
227359,Dylan Cease,656302,L,SL,1,9,0.1111111111111111,Andrew Velazquez,623205
227360,Dylan Cease,656302,R,CU,1,20,0.05,Andruw Monasterio,655316
227361,Dylan Cease,656302,R,FF,6,20,0.3,Andruw Monasterio,655316
227362,Dylan Cease,656302,R,SI,1,20,0.05,Andruw Monasterio,655316
227363,Dylan Cease,656302,R,SL,12,20,0.6,Andruw Monasterio,655316
227364,Dylan Cease,656302,R,CU,2,47,0.0425531914893617,Andy Pages,681624
227365,Dylan Cease,656302,R,FF,18,47,0.3829787234042553,Andy Pages,681624
227366,Dylan Cease,656302,R,SI,4,47,0.0851063829787234,Andy Pages,681624
227367,Dylan Cease,656302,R,SL,19,47,0.40425531914893614,Andy Pages,681624
227368,Dylan Cease,656302,R,ST,4,47,0.0851063829787234,Andy Pages,681624
227369,Dylan Cease,656302,L,CU,2,15,0.13333333333333333,Angel Martinez,682657
227370,Dylan Cease,656302,L,FF,2,15,0.13333333333333333,Angel Martinez,682657
227371,Dylan Cease,656302,L,SL,11,15,0.7333333333333333,Angel Martinez,682657
227372,Dylan Cease,656302,L,CH,3,19,0.15789473684210525,Anthony Rizzo,519203
227373,Dylan Cease,656302,L,FF,9,19,0.47368421052631576,Anthony Rizzo,519203
227374,Dylan Cease,656302,L,SL,7,19,0.3684210526315789,Anthony Rizzo,519203
227375,Dylan Cease,656302,L,CH,1,68,0.014705882352941176,Anthony Santander,623993
227376,Dylan Cease,656302,L,CU,9,68,0.1323529411764706,Anthony Santander,623993
227377,Dylan Cease,656302,L,FF,36,68,0.5294117647058824,Anthony Santander,623993
227378,Dylan Cease,656302,L,SL,22,68,0.3235294117647059,Anthony Santander,623993
227379,Dylan Cease,656302,R,CU,2,33,0.06060606060606061,Anthony Volpe,683011
227380,Dylan Cease,656302,R,FF,14,33,0.42424242424242425,Anthony Volpe,683011
227381,Dylan Cease,656302,R,SI,1,33,0.030303030303030304,Anthony Volpe,683011
227382,Dylan Cease,656302,R,SL,15,33,0.45454545454545453,Anthony Volpe,683011
227383,Dylan Cease,656302,R,ST,1,33,0.030303030303030304,Anthony Volpe,683011
227384,Dylan Cease,656302,R,CU,1,12,0.08333333333333333,Austin Barnes,605131
227385,Dylan Cease,656302,R,FF,5,12,0.4166666666666667,Austin Barnes,605131
227386,Dylan Cease,656302,R,SL,6,12,0.5,Austin Barnes,605131
227387,Dylan Cease,656302,R,FF,12,40,0.3,Austin Hays,669720
227388,Dylan Cease,656302,R,SI,2,40,0.05,Austin Hays,669720
227389,Dylan Cease,656302,R,SL,25,40,0.625,Austin Hays,669720
227390,Dylan Cease,656302,R,ST,1,40,0.025,Austin Hays,669720
227391,Dylan Cease,656302,R,FF,13,32,0.40625,Austin Hedges,595978
227392,Dylan Cease,656302,R,SL,19,32,0.59375,Austin Hedges,595978
227393,Dylan Cease,656302,L,CH,2,29,0.06896551724137931,Austin Meadows,640457
227394,Dylan Cease,656302,L,CU,7,29,0.2413793103448276,Austin Meadows,640457
227395,Dylan Cease,656302,L,FF,12,29,0.41379310344827586,Austin Meadows,640457
227396,Dylan Cease,656302,L,SL,8,29,0.27586206896551724,Austin Meadows,640457
227397,Dylan Cease,656302,R,CU,1,9,0.1111111111111111,Austin Nola,543592
227398,Dylan Cease,656302,R,FF,3,9,0.3333333333333333,Austin Nola,543592
227399,Dylan Cease,656302,R,SL,5,9,0.5555555555555556,Austin Nola,543592
227400,Dylan Cease,656302,R,CU,4,47,0.0851063829787234,Austin Riley,663586
227401,Dylan Cease,656302,R,FF,21,47,0.44680851063829785,Austin Riley,663586
227402,Dylan Cease,656302,R,SL,21,47,0.44680851063829785,Austin Riley,663586
227403,Dylan Cease,656302,R,ST,1,47,0.02127659574468085,Austin Riley,663586
227404,Dylan Cease,656302,L,CH,1,22,0.045454545454545456,Austin Wells,669224
227405,Dylan Cease,656302,L,CU,1,22,0.045454545454545456,Austin Wells,669224
227406,Dylan Cease,656302,L,FF,7,22,0.3181818181818182,Austin Wells,669224
227407,Dylan Cease,656302,L,SL,13,22,0.5909090909090909,Austin Wells,669224
227408,Dylan Cease,656302,R,CU,1,11,0.09090909090909091,Austin Wynns,642851
227409,Dylan Cease,656302,R,FF,6,11,0.5454545454545454,Austin Wynns,642851
227410,Dylan Cease,656302,R,SL,4,11,0.36363636363636365,Austin Wynns,642851
227411,Dylan Cease,656302,L,CU,1,11,0.09090909090909091,Ben Rice,700250
227412,Dylan Cease,656302,L,FF,6,11,0.5454545454545454,Ben Rice,700250
227413,Dylan Cease,656302,L,SL,4,11,0.36363636363636365,Ben Rice,700250
227414,Dylan Cease,656302,L,CU,5,14,0.35714285714285715,Ben Rortvedt,666163
227415,Dylan Cease,656302,L,FF,8,14,0.5714285714285714,Ben Rortvedt,666163
227416,Dylan Cease,656302,L,SL,1,14,0.07142857142857142,Ben Rortvedt,666163
227417,Dylan Cease,656302,L,CH,1,14,0.07142857142857142,Billy McKinney,641856
227418,Dylan Cease,656302,L,CU,3,14,0.21428571428571427,Billy McKinney,641856
227419,Dylan Cease,656302,L,FF,9,14,0.6428571428571429,Billy McKinney,641856
227420,Dylan Cease,656302,L,SL,1,14,0.07142857142857142,Billy McKinney,641856
227421,Dylan Cease,656302,R,FF,7,14,0.5,Blaine Crim,688760
227422,Dylan Cease,656302,R,SL,6,14,0.42857142857142855,Blaine Crim,688760
227423,Dylan Cease,656302,R,ST,1,14,0.07142857142857142,Blaine Crim,688760
227424,Dylan Cease,656302,L,CU,3,12,0.25,Blake Perkins,663368
227425,Dylan Cease,656302,L,FF,5,12,0.4166666666666667,Blake Perkins,663368
227426,Dylan Cease,656302,L,SL,4,12,0.3333333333333333,Blake Perkins,663368
227427,Dylan Cease,656302,L,CH,1,7,0.14285714285714285,Blake Sabol,666165
227428,Dylan Cease,656302,L,CU,1,7,0.14285714285714285,Blake Sabol,666165
227429,Dylan Cease,656302,L,FF,3,7,0.42857142857142855,Blake Sabol,666165
227430,Dylan Cease,656302,L,SL,2,7,0.2857142857142857,Blake Sabol,666165
227431,Dylan Cease,656302,R,FF,2,5,0.4,Blaze Alexander,677942
227432,Dylan Cease,656302,R,SL,3,5,0.6,Blaze Alexander,677942
227433,Dylan Cease,656302,R,CU,3,32,0.09375,Bo Bichette,666182
227434,Dylan Cease,656302,R,FF,13,32,0.40625,Bo Bichette,666182
227435,Dylan Cease,656302,R,SL,16,32,0.5,Bo Bichette,666182
227436,Dylan Cease,656302,L,CH,2,37,0.05405405405405406,Bo Naylor,666310
227437,Dylan Cease,656302,L,CU,4,37,0.10810810810810811,Bo Naylor,666310
227438,Dylan Cease,656302,L,FF,17,37,0.4594594594594595,Bo Naylor,666310
227439,Dylan Cease,656302,L,SL,14,37,0.3783783783783784,Bo Naylor,666310
227440,Dylan Cease,656302,R,CU,2,12,0.16666666666666666,Bobby Dalbec,666915
227441,Dylan Cease,656302,R,FF,3,12,0.25,Bobby Dalbec,666915
227442,Dylan Cease,656302,R,SL,7,12,0.5833333333333334,Bobby Dalbec,666915
227443,Dylan Cease,656302,R,CH,1,88,0.011363636363636364,Bobby Witt Jr.,677951
227444,Dylan Cease,656302,R,CU,7,88,0.07954545454545454,Bobby Witt Jr.,677951
227445,Dylan Cease,656302,R,FF,44,88,0.5,Bobby Witt Jr.,677951
227446,Dylan Cease,656302,R,SL,34,88,0.38636363636363635,Bobby Witt Jr.,677951
227447,Dylan Cease,656302,R,ST,2,88,0.022727272727272728,Bobby Witt Jr.,677951
227448,Dylan Cease,656302,L,CU,2,4,0.5,Brad Miller,543543
227449,Dylan Cease,656302,L,FF,2,4,0.5,Brad Miller,543543
227450,Dylan Cease,656302,R,CU,1,8,0.125,Brady House,691781
227451,Dylan Cease,656302,R,SI,2,8,0.25,Brady House,691781
227452,Dylan Cease,656302,R,SL,4,8,0.5,Brady House,691781
227453,Dylan Cease,656302,R,ST,1,8,0.125,Brady House,691781
227454,Dylan Cease,656302,L,FF,7,16,0.4375,Brandon Belt,474832
227455,Dylan Cease,656302,L,SL,9,16,0.5625,Brandon Belt,474832
227456,Dylan Cease,656302,L,CH,1,6,0.16666666666666666,Brandon Crawford,543063
227457,Dylan Cease,656302,L,CU,2,6,0.3333333333333333,Brandon Crawford,543063
227458,Dylan Cease,656302,L,FF,1,6,0.16666666666666666,Brandon Crawford,543063
227459,Dylan Cease,656302,L,SL,2,6,0.3333333333333333,Brandon Crawford,543063
227460,Dylan Cease,656302,R,CU,3,25,0.12,Brandon Drury,592273
227461,Dylan Cease,656302,R,FF,10,25,0.4,Brandon Drury,592273
227462,Dylan Cease,656302,R,SL,12,25,0.48,Brandon Drury,592273
227463,Dylan Cease,656302,R,FF,7,11,0.6363636363636364,Brandon Lockridge,663604
227464,Dylan Cease,656302,R,SI,1,11,0.09090909090909091,Brandon Lockridge,663604
227465,Dylan Cease,656302,R,SL,2,11,0.18181818181818182,Brandon Lockridge,663604
227466,Dylan Cease,656302,R,ST,1,11,0.09090909090909091,Brandon Lockridge,663604
227467,Dylan Cease,656302,L,CH,7,82,0.08536585365853659,Brandon Lowe,664040
227468,Dylan Cease,656302,L,CU,12,82,0.14634146341463414,Brandon Lowe,664040
227469,Dylan Cease,656302,L,FF,28,82,0.34146341463414637,Brandon Lowe,664040
227470,Dylan Cease,656302,L,SL,35,82,0.4268292682926829,Brandon Lowe,664040
227471,Dylan Cease,656302,L,CU,9,35,0.2571428571428571,Brandon Marsh,669016
227472,Dylan Cease,656302,L,FC,1,35,0.02857142857142857,Brandon Marsh,669016
227473,Dylan Cease,656302,L,FF,19,35,0.5428571428571428,Brandon Marsh,669016
227474,Dylan Cease,656302,L,SL,6,35,0.17142857142857143,Brandon Marsh,669016
227475,Dylan Cease,656302,L,CU,4,36,0.1111111111111111,Brandon Nimmo,607043
227476,Dylan Cease,656302,L,FF,22,36,0.6111111111111112,Brandon Nimmo,607043
227477,Dylan Cease,656302,L,SL,10,36,0.2777777777777778,Brandon Nimmo,607043
227478,Dylan Cease,656302,R,FF,1,7,0.14285714285714285,Braxton Fulford,690924
227479,Dylan Cease,656302,R,SI,2,7,0.2857142857142857,Braxton Fulford,690924
227480,Dylan Cease,656302,R,SL,3,7,0.42857142857142855,Braxton Fulford,690924
227481,Dylan Cease,656302,R,ST,1,7,0.14285714285714285,Braxton Fulford,690924
227482,Dylan Cease,656302,L,CU,3,11,0.2727272727272727,Brayan Rocchio,677587
227483,Dylan Cease,656302,L,FF,3,11,0.2727272727272727,Brayan Rocchio,677587
227484,Dylan Cease,656302,L,SL,5,11,0.45454545454545453,Brayan Rocchio,677587
227485,Dylan Cease,656302,L,CH,1,24,0.041666666666666664,Brendan Donovan,680977
227486,Dylan Cease,656302,L,CU,3,24,0.125,Brendan Donovan,680977
227487,Dylan Cease,656302,L,FF,14,24,0.5833333333333334,Brendan Donovan,680977
227488,Dylan Cease,656302,L,SL,5,24,0.20833333333333334,Brendan Donovan,680977
227489,Dylan Cease,656302,L,ST,1,24,0.041666666666666664,Brendan Donovan,680977
227490,Dylan Cease,656302,R,CU,4,43,0.09302325581395349,Brendan Rodgers,663898
227491,Dylan Cease,656302,R,FF,13,43,0.3023255813953488,Brendan Rodgers,663898
227492,Dylan Cease,656302,R,SL,23,43,0.5348837209302325,Brendan Rodgers,663898
