,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp
50,Donovan Solano,456781,L,456781,SI,50.0,13.0,0.26,0.095,0.2807142857142857,0.613,0.020000000000000018,90.03181818181818,0.333,44,0.023,0.432,0.5,0.273,0.205,0.123,0.088,12,1,0,0,SEA@BOS,SEA,BOS
51,Donovan Solano,456781,L,456781,SL,33.0,12.0,0.364,0.112,0.41128571428571425,0.976,0.21199999999999997,89.0,0.462,25,0.0,0.36,0.44,0.2,0.32,0.229,0.029,9,1,0,2,SEA@BOS,SEA,BOS
52,Donovan Solano,456781,L,456781,ST,7.0,2.0,0.286,0.054,0.35,0.804,0.14300000000000002,82.06666666666666,0.333,6,0.167,0.167,0.167,0.333,0.167,0.125,0.125,1,1,0,0,SEA@BOS,SEA,BOS
54,Ben Williamson,810938,L,810938,CH,1.0,1.0,1.0,0.0,0.855,2.0,0.0,105.8,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,SEA@BOS,SEA,BOS
56,Ben Williamson,810938,L,810938,FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,SEA@BOS,SEA,BOS
57,Ben Williamson,810938,L,810938,FF,0.0,0.0,0.0,0.077,0.697,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,SEA@BOS,SEA,BOS
58,Ben Williamson,810938,L,810938,SI,3.0,1.0,0.333,0.0,0.285,0.666,0.0,105.96666666666665,1.0,3,0.333,1.0,0.667,0.0,0.333,0.0,0.0,1,0,0,0,SEA@BOS,SEA,BOS
59,Ben Williamson,810938,L,810938,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,SEA@BOS,SEA,BOS
60,Ben Williamson,810938,L,810938,ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,SEA@BOS,SEA,BOS
62,Leo Rivas,660844,L,660844,CH,6.0,1.0,0.167,0.208,0.1425,0.334,0.0,83.15,0.0,2,0.0,0.0,1.0,0.0,0.0,0.667,0.0,1,0,0,0,SEA@BOS,SEA,BOS
64,Leo Rivas,660844,L,660844,FC,5.0,2.0,0.4,0.077,0.40116666666666667,0.9,0.0,78.36,0.5,5,0.0,0.2,0.6,0.2,0.2,0.0,0.167,2,0,0,0,SEA@BOS,SEA,BOS
65,Leo Rivas,660844,L,660844,FF,10.0,2.0,0.2,0.095,0.21881818181818183,0.473,0.0,91.73333333333333,1.0,6,0.0,0.667,0.167,0.5,0.167,0.364,0.091,2,0,0,0,SEA@BOS,SEA,BOS
67,Leo Rivas,660844,L,660844,SI,5.0,0.0,0.0,0.069,0.11616666666666665,0.167,0.0,93.225,0.667,4,0.0,0.5,0.25,0.5,0.25,0.167,0.167,0,0,0,0,SEA@BOS,SEA,BOS
68,Leo Rivas,660844,L,660844,SL,3.0,2.0,0.667,0.059,0.60175,1.417,0.0,82.9,0.0,2,0.0,0.0,0.0,1.0,0.0,0.25,0.25,2,0,0,0,SEA@BOS,SEA,BOS
69,Leo Rivas,660844,L,660844,ST,2.0,0.0,0.0,0.2,0.2323333333333333,0.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0,0,0,0,SEA@BOS,SEA,BOS
70,J.P. Crawford,641487,L,641487,CH,8.0,2.0,0.25,0.07,0.47641666666666665,1.125,0.375,91.12857142857142,0.6,7,0.143,0.429,0.143,0.143,0.571,0.083,0.167,1,0,0,1,SEA@BOS,SEA,BOS
72,J.P. Crawford,641487,L,641487,FC,18.0,3.0,0.167,0.072,0.21760000000000002,0.472,0.05499999999999999,87.18666666666667,0.375,15,0.0,0.267,0.333,0.2,0.333,0.15,0.1,2,1,0,0,SEA@BOS,SEA,BOS
73,J.P. Crawford,641487,L,641487,FF,88.0,33.0,0.375,0.068,0.48288333333333333,1.133,0.21599999999999997,91.5611111111111,0.6,72,0.111,0.556,0.375,0.306,0.25,0.133,0.25,24,4,0,5,SEA@BOS,SEA,BOS
75,J.P. Crawford,641487,L,641487,SI,65.0,15.0,0.231,0.042,0.2582739726027397,0.557,0.014999999999999986,82.13928571428572,0.188,56,0.018,0.25,0.661,0.196,0.089,0.135,0.081,14,1,0,0,SEA@BOS,SEA,BOS
76,J.P. Crawford,641487,L,641487,SL,81.0,18.0,0.222,0.1,0.23930120481927708,0.562,0.099,83.94444444444444,0.458,63,0.048,0.317,0.492,0.19,0.19,0.217,0.024,11,6,1,0,SEA@BOS,SEA,BOS
77,J.P. Crawford,641487,L,641487,ST,24.0,4.0,0.167,0.147,0.18515384615384617,0.398,0.0,80.11428571428571,0.286,14,0.0,0.143,0.357,0.214,0.286,0.385,0.077,4,0,0,0,SEA@BOS,SEA,BOS
0,Jarren Duran,680776,R,680776,CH,138.0,38.0,0.275,0.153,0.30757241379310346,0.721,0.13799999999999996,88.45769230769231,0.489,104,0.038,0.385,0.519,0.317,0.135,0.24,0.048,26,7,3,2,SEA@BOS,BOS,SEA
1,Jarren Duran,680776,R,680776,CU,83.0,25.0,0.301,0.182,0.39640449438202247,0.946,0.301,90.98870967741935,0.667,62,0.129,0.484,0.516,0.242,0.194,0.244,0.033,8,12,2,3,SEA@BOS,BOS,SEA
3,Jarren Duran,680776,R,680776,FC,83.0,27.0,0.325,0.099,0.3558160919540229,0.838,0.15699999999999997,88.25820895522388,0.472,67,0.045,0.433,0.418,0.373,0.164,0.184,0.023,17,8,1,1,SEA@BOS,BOS,SEA
4,Jarren Duran,680776,R,680776,FF,246.0,75.0,0.305,0.107,0.3950436363636364,0.938,0.25600000000000006,91.08877005347593,0.565,187,0.086,0.492,0.289,0.283,0.294,0.217,0.101,33,29,5,8,SEA@BOS,BOS,SEA
9,Jarren Duran,680776,R,680776,SI,87.0,32.0,0.368,0.064,0.42792929292929294,1.007,0.19499999999999995,95.46527777777777,0.684,72,0.083,0.597,0.472,0.361,0.167,0.152,0.121,19,11,0,2,SEA@BOS,BOS,SEA
10,Jarren Duran,680776,R,680776,SL,101.0,23.0,0.228,0.139,0.32931192660550457,0.784,0.277,91.15599999999999,0.571,75,0.12,0.413,0.4,0.173,0.293,0.243,0.054,8,6,5,4,SEA@BOS,BOS,SEA
11,Jarren Duran,680776,R,680776,ST,22.0,5.0,0.227,0.124,0.2525833333333333,0.565,0.04600000000000001,85.92941176470588,0.375,17,0.118,0.235,0.353,0.059,0.412,0.208,0.083,4,1,0,0,SEA@BOS,BOS,SEA
13,Rafael Devers,646240,R,646240,CH,131.0,33.0,0.252,0.102,0.31020279720279714,0.718,0.15300000000000002,92.80948275862069,0.76,116,0.086,0.543,0.491,0.216,0.216,0.111,0.083,21,8,0,4,SEA@BOS,BOS,SEA
15,Rafael Devers,646240,R,646240,CU,81.0,21.0,0.259,0.164,0.35670454545454544,0.839,0.272,92.3686567164179,0.529,67,0.149,0.478,0.433,0.209,0.299,0.187,0.066,11,4,0,6,SEA@BOS,BOS,SEA
17,Rafael Devers,646240,R,646240,FC,75.0,20.0,0.267,0.163,0.38134090909090906,0.891,0.253,92.06393442622951,0.576,61,0.115,0.475,0.311,0.18,0.361,0.169,0.135,11,4,0,5,SEA@BOS,BOS,SEA
18,Rafael Devers,646240,R,646240,FF,263.0,68.0,0.259,0.158,0.3838085808580857,0.909,0.29600000000000004,96.12359550561797,0.714,178,0.191,0.646,0.315,0.23,0.36,0.285,0.131,28,21,0,19,SEA@BOS,BOS,SEA
23,Rafael Devers,646240,R,646240,SI,94.0,32.0,0.34,0.1,0.4136116504854369,0.975,0.24499999999999994,94.72911392405064,0.7,79,0.139,0.608,0.481,0.278,0.228,0.162,0.076,19,8,0,5,SEA@BOS,BOS,SEA
24,Rafael Devers,646240,R,646240,SL,74.0,25.0,0.338,0.123,0.48478409090909086,1.186,0.40499999999999997,94.93571428571428,0.645,56,0.214,0.589,0.339,0.304,0.25,0.205,0.148,13,2,2,8,SEA@BOS,BOS,SEA
25,Rafael Devers,646240,R,646240,ST,19.0,3.0,0.158,0.16,0.2656818181818182,0.589,0.158,91.61333333333333,0.667,15,0.067,0.533,0.333,0.333,0.267,0.182,0.091,2,0,0,1,SEA@BOS,BOS,SEA
27,Alex Bregman,608324,R,608324,CH,46.0,11.0,0.239,0.087,0.32222448979591833,0.764,0.239,88.975,0.333,32,0.062,0.406,0.5,0.156,0.312,0.286,0.041,6,2,0,3,SEA@BOS,BOS,SEA
28,Alex Bregman,608324,R,608324,CU,46.0,14.0,0.304,0.07,0.3699782608695652,0.891,0.283,87.91714285714285,0.45,35,0.086,0.371,0.371,0.286,0.286,0.239,0.0,7,4,0,3,SEA@BOS,BOS,SEA
30,Alex Bregman,608324,R,608324,FC,60.0,21.0,0.35,0.041,0.39149999999999996,0.924,0.18300000000000005,87.5701754385965,0.484,57,0.0,0.386,0.316,0.316,0.228,0.047,0.047,14,5,0,2,SEA@BOS,BOS,SEA
31,Alex Bregman,608324,R,608324,FF,305.0,92.0,0.302,0.053,0.38317039106145245,0.887,0.183,91.09774436090225,0.5,266,0.079,0.421,0.259,0.289,0.35,0.116,0.144,60,18,4,10,SEA@BOS,BOS,SEA
33,Alex Bregman,608324,R,608324,SI,249.0,77.0,0.309,0.037,0.37135540069686407,0.853,0.14500000000000002,89.57256637168142,0.464,226,0.058,0.42,0.518,0.181,0.248,0.083,0.101,57,12,0,8,SEA@BOS,BOS,SEA
34,Alex Bregman,608324,R,608324,SL,158.0,34.0,0.215,0.084,0.2886390532544379,0.676,0.19599999999999998,86.39262295081967,0.507,122,0.066,0.344,0.328,0.23,0.336,0.218,0.065,17,10,0,7,SEA@BOS,BOS,SEA
35,Alex Bregman,608324,R,608324,ST,40.0,7.0,0.175,0.091,0.21739999999999998,0.525,0.175,84.71071428571429,0.5,28,0.036,0.321,0.393,0.107,0.464,0.3,0.0,4,1,0,2,SEA@BOS,BOS,SEA
37,Wilyer Abreu,677800,R,677800,CH,76.0,25.0,0.329,0.148,0.3692375,0.876,0.184,86.16440677966101,0.321,59,0.068,0.288,0.475,0.22,0.254,0.212,0.05,18,3,1,3,SEA@BOS,BOS,SEA
38,Wilyer Abreu,677800,R,677800,CU,45.0,8.0,0.178,0.129,0.20885106382978724,0.471,0.08900000000000002,95.1032258064516,0.6,31,0.065,0.581,0.355,0.323,0.323,0.327,0.02,6,1,0,1,SEA@BOS,BOS,SEA
40,Wilyer Abreu,677800,R,677800,FC,38.0,11.0,0.289,0.079,0.366170731707317,0.867,0.23700000000000004,94.01666666666667,0.632,30,0.1,0.567,0.2,0.2,0.433,0.195,0.073,4,6,0,1,SEA@BOS,BOS,SEA
41,Wilyer Abreu,677800,R,677800,FF,161.0,40.0,0.248,0.155,0.362178947368421,0.837,0.22999999999999998,91.58265306122449,0.667,98,0.143,0.561,0.245,0.184,0.459,0.339,0.151,17,16,0,7,SEA@BOS,BOS,SEA
45,Wilyer Abreu,677800,R,677800,SI,48.0,23.0,0.479,0.099,0.5893035714285714,1.45,0.41700000000000004,95.92820512820512,0.63,39,0.179,0.59,0.308,0.385,0.308,0.161,0.143,13,5,0,5,SEA@BOS,BOS,SEA
46,Wilyer Abreu,677800,R,677800,SL,49.0,11.0,0.224,0.154,0.3107407407407407,0.725,0.205,94.9939393939394,0.6,33,0.182,0.576,0.273,0.333,0.273,0.296,0.093,5,4,0,2,SEA@BOS,BOS,SEA
47,Wilyer Abreu,677800,R,677800,ST,15.0,4.0,0.267,0.076,0.41,0.954,0.266,87.95714285714287,0.556,14,0.143,0.357,0.143,0.214,0.429,0.053,0.158,2,1,0,1,SEA@BOS,BOS,SEA
49,Trevor Story,596115,R,596115,CH,13.0,1.0,0.077,0.308,0.096,0.231,0.077,87.0,1.0,5,0.6,0.6,0.2,0.2,0.4,0.615,0.0,0,1,0,0,SEA@BOS,BOS,SEA
50,Trevor Story,596115,R,596115,CU,20.0,4.0,0.2,0.214,0.27286363636363636,0.623,0.14999999999999997,83.42727272727274,0.667,11,0.091,0.273,0.636,0.091,0.182,0.409,0.045,3,0,0,1,SEA@BOS,BOS,SEA
51,Trevor Story,596115,R,596115,FC,14.0,5.0,0.357,0.148,0.4513125,1.08,0.28600000000000003,89.39999999999999,0.571,11,0.091,0.364,0.273,0.273,0.364,0.188,0.125,3,1,0,1,SEA@BOS,BOS,SEA
52,Trevor Story,596115,R,596115,FF,91.0,24.0,0.264,0.144,0.30688775510204075,0.712,0.132,91.25833333333334,0.6,60,0.117,0.467,0.417,0.217,0.283,0.316,0.071,16,6,0,2,SEA@BOS,BOS,SEA
54,Trevor Story,596115,R,596115,SI,46.0,13.0,0.283,0.1,0.31816,0.731,0.10800000000000004,89.24857142857142,0.769,35,0.029,0.514,0.571,0.257,0.114,0.22,0.04,10,2,0,1,SEA@BOS,BOS,SEA
55,Trevor Story,596115,R,596115,SL,52.0,7.0,0.135,0.186,0.1777142857142857,0.388,0.056999999999999995,86.80833333333334,0.45,36,0.111,0.333,0.306,0.222,0.333,0.286,0.071,4,3,0,0,SEA@BOS,BOS,SEA
56,Trevor Story,596115,R,596115,ST,29.0,10.0,0.345,0.188,0.39859999999999995,0.953,0.241,85.98421052631579,0.357,19,0.105,0.263,0.211,0.421,0.316,0.333,0.033,7,1,0,2,SEA@BOS,BOS,SEA
58,Triston Casas,671213,R,671213,CH,105.0,29.0,0.276,0.142,0.3309017857142857,0.778,0.181,87.55853658536586,0.5,82,0.085,0.39,0.378,0.207,0.329,0.205,0.062,18,7,0,4,SEA@BOS,BOS,SEA
59,Triston Casas,671213,R,671213,CU,58.0,10.0,0.172,0.109,0.28558823529411764,0.639,0.173,88.61621621621622,0.524,37,0.108,0.378,0.432,0.189,0.378,0.309,0.132,6,1,0,3,SEA@BOS,BOS,SEA
61,Triston Casas,671213,R,671213,FC,58.0,11.0,0.19,0.118,0.27324615384615386,0.622,0.15499999999999997,90.71891891891892,0.545,37,0.081,0.432,0.351,0.243,0.351,0.323,0.108,8,0,0,3,SEA@BOS,BOS,SEA
62,Triston Casas,671213,R,671213,FF,208.0,56.0,0.269,0.114,0.38097083333333337,0.898,0.265,92.8626582278481,0.598,158,0.158,0.494,0.38,0.241,0.342,0.215,0.132,32,8,1,15,SEA@BOS,BOS,SEA
64,Triston Casas,671213,R,671213,SI,44.0,13.0,0.295,0.118,0.38333999999999996,0.903,0.22800000000000004,91.40285714285714,0.647,35,0.143,0.429,0.514,0.286,0.2,0.18,0.12,9,1,0,3,SEA@BOS,BOS,SEA
65,Triston Casas,671213,R,671213,SL,63.0,16.0,0.254,0.167,0.36376388888888894,0.855,0.254,90.67500000000001,0.565,36,0.139,0.472,0.222,0.25,0.389,0.375,0.111,8,4,0,4,SEA@BOS,BOS,SEA
66,Triston Casas,671213,R,671213,ST,15.0,1.0,0.067,0.145,0.18716666666666665,0.355,0.066,85.94285714285715,0.6,7,0.0,0.429,0.143,0.0,0.714,0.444,0.111,0,1,0,0,SEA@BOS,BOS,SEA
68,Kristian Campbell,692225,R,692225,CH,6.0,2.0,0.333,0.143,0.285,0.666,0.0,64.025,0.0,4,0.0,0.0,0.5,0.5,0.0,0.333,0.0,2,0,0,0,SEA@BOS,BOS,SEA
69,Kristian Campbell,692225,R,692225,CU,5.0,3.0,0.6,0.111,0.7447999999999999,1.8,0.6,95.75,1.0,4,0.25,0.75,0.25,0.5,0.0,0.2,0.0,2,0,0,1,SEA@BOS,BOS,SEA
70,Kristian Campbell,692225,R,692225,FC,2.0,1.0,0.5,0.0,0.6483333333333333,1.667,0.5,107.85,1.0,2,0.5,1.0,0.0,0.5,0.5,0.0,0.333,0,1,0,0,SEA@BOS,BOS,SEA
71,Kristian Campbell,692225,R,692225,FF,16.0,7.0,0.438,0.057,0.4961666666666667,1.188,0.24999999999999994,95.53999999999999,1.0,10,0.1,0.5,0.6,0.3,0.0,0.333,0.111,5,1,0,1,SEA@BOS,BOS,SEA
73,Kristian Campbell,692225,R,692225,SI,17.0,6.0,0.353,0.107,0.3847368421052632,0.892,0.118,83.44,0.667,15,0.0,0.467,0.533,0.333,0.067,0.105,0.105,4,2,0,0,SEA@BOS,BOS,SEA
74,Kristian Campbell,692225,R,692225,SL,20.0,5.0,0.25,0.156,0.31066666666666665,0.736,0.2,89.26,0.5,15,0.067,0.333,0.467,0.267,0.267,0.238,0.048,3,1,0,1,SEA@BOS,BOS,SEA
75,Kristian Campbell,692225,R,692225,ST,3.0,0.0,0.0,0.128,0.3485,0.5,0.0,106.2,1.0,1,1.0,1.0,0.0,0.0,1.0,0.333,0.5,0,0,0,0,SEA@BOS,BOS,SEA
76,David Hamilton,666152,R,666152,CH,40.0,7.0,0.175,0.185,0.20609302325581397,0.458,0.05000000000000002,85.76896551724138,0.308,29,0.0,0.276,0.552,0.241,0.207,0.256,0.07,5,2,0,0,SEA@BOS,BOS,SEA
77,David Hamilton,666152,R,666152,CU,30.0,6.0,0.2,0.079,0.21881818181818183,0.473,0.0,79.6,0.364,20,0.05,0.25,0.4,0.25,0.3,0.303,0.091,6,0,0,0,SEA@BOS,BOS,SEA
79,David Hamilton,666152,R,666152,FC,25.0,4.0,0.16,0.034,0.2276206896551724,0.476,0.04000000000000001,96.5409090909091,0.625,22,0.091,0.545,0.273,0.455,0.273,0.103,0.138,3,1,0,0,SEA@BOS,BOS,SEA
80,David Hamilton,666152,R,666152,FF,113.0,28.0,0.248,0.102,0.3486854838709677,0.828,0.265,87.37530864197531,0.383,81,0.099,0.346,0.296,0.21,0.37,0.258,0.089,14,6,0,8,SEA@BOS,BOS,SEA
83,David Hamilton,666152,R,666152,SI,42.0,12.0,0.286,0.055,0.33491304347826084,0.777,0.14300000000000002,89.3972972972973,0.3,37,0.027,0.297,0.378,0.297,0.243,0.109,0.087,6,6,0,0,SEA@BOS,BOS,SEA
84,David Hamilton,666152,R,666152,SL,27.0,7.0,0.259,0.127,0.3095,0.703,0.11099999999999999,84.42777777777778,0.286,18,0.0,0.222,0.222,0.278,0.5,0.3,0.067,4,3,0,0,SEA@BOS,BOS,SEA
85,David Hamilton,666152,R,666152,ST,6.0,1.0,0.167,0.098,0.2625,0.667,0.33299999999999996,89.56666666666666,0.0,3,0.0,0.333,0.333,0.0,0.667,0.5,0.0,0,0,1,0,SEA@BOS,BOS,SEA
87,Carlos Narvaez,665966,R,665966,CH,2.0,1.0,0.5,0.286,0.624,1.5,0.5,109.2,1.0,1,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0,1,0,0,SEA@BOS,BOS,SEA
88,Carlos Narvaez,665966,R,665966,CU,8.0,2.0,0.25,0.091,0.40774999999999995,1.0,0.5,91.17142857142858,0.25,7,0.143,0.286,0.429,0.143,0.429,0.125,0.0,0,1,0,1,SEA@BOS,BOS,SEA
90,Carlos Narvaez,665966,R,665966,FC,3.0,0.0,0.0,0.15,0.2788,0.4,0.0,81.8,0.0,2,0.0,0.0,0.0,0.0,1.0,0.2,0.4,0,0,0,0,SEA@BOS,BOS,SEA
91,Carlos Narvaez,665966,R,665966,FF,24.0,5.0,0.208,0.157,0.23315384615384616,0.519,0.04200000000000001,94.24,0.429,15,0.067,0.533,0.467,0.2,0.267,0.346,0.077,4,1,0,0,SEA@BOS,BOS,SEA
93,Carlos Narvaez,665966,R,665966,SI,9.0,2.0,0.222,0.05,0.27999999999999997,0.633,0.11100000000000002,89.89999999999999,0.5,7,0.143,0.286,0.286,0.143,0.429,0.2,0.1,1,1,0,0,SEA@BOS,BOS,SEA
94,Carlos Narvaez,665966,R,665966,SL,6.0,1.0,0.167,0.154,0.1425,0.334,0.0,84.84,0.5,5,0.2,0.4,0.4,0.2,0.2,0.167,0.0,1,0,0,0,SEA@BOS,BOS,SEA
95,Carlos Narvaez,665966,R,665966,ST,3.0,1.0,0.333,0.143,0.285,0.666,0.0,92.89999999999999,0.0,3,0.0,0.333,0.667,0.0,0.333,0.0,0.0,1,0,0,0,SEA@BOS,BOS,SEA
0,Brenton Doyle,686668,R,686668,CH,26.0,7.0,0.269,0.23,0.3333333333333333,0.796,0.23099999999999998,91.27142857142857,0.833,14,0.071,0.5,0.429,0.214,0.214,0.444,0.037,5,0,0,2,COL@KC,COL,KC
1,Brenton Doyle,686668,R,686668,CU,58.0,10.0,0.172,0.194,0.2561311475409836,0.603,0.22500000000000003,85.5764705882353,0.562,34,0.206,0.353,0.529,0.147,0.324,0.413,0.048,4,2,1,3,COL@KC,COL,KC
3,Brenton Doyle,686668,R,686668,FC,53.0,14.0,0.264,0.116,0.3745396825396825,0.866,0.22699999999999998,82.97333333333334,0.478,45,0.133,0.311,0.467,0.156,0.356,0.141,0.156,8,3,0,3,COL@KC,COL,KC
4,Brenton Doyle,686668,R,686668,FF,214.0,47.0,0.22,0.145,0.2801587982832618,0.642,0.144,91.93285714285715,0.595,140,0.107,0.529,0.35,0.264,0.336,0.329,0.076,30,8,4,5,COL@KC,COL,KC
7,Brenton Doyle,686668,R,686668,SI,134.0,46.0,0.343,0.076,0.38659333333333334,0.89,0.14199999999999996,85.40178571428571,0.486,112,0.098,0.348,0.661,0.205,0.125,0.163,0.078,35,7,0,4,COL@KC,COL,KC
8,Brenton Doyle,686668,R,686668,SL,159.0,28.0,0.176,0.213,0.23681437125748503,0.554,0.16400000000000003,83.72211538461539,0.453,104,0.096,0.327,0.452,0.183,0.327,0.333,0.048,15,6,1,6,COL@KC,COL,KC
9,Brenton Doyle,686668,R,686668,ST,50.0,16.0,0.32,0.199,0.3873137254901961,0.921,0.27999999999999997,89.42307692307692,0.615,39,0.051,0.436,0.231,0.333,0.333,0.245,0.019,9,3,1,3,COL@KC,COL,KC
11,Kyle Farmer,571657,R,571657,CH,16.0,3.0,0.188,0.121,0.34825,0.788,0.25,84.85833333333333,0.571,12,0.083,0.333,0.25,0.333,0.25,0.2,0.1,1,1,0,1,COL@KC,COL,KC
12,Kyle Farmer,571657,R,571657,CU,29.0,3.0,0.103,0.137,0.16146666666666665,0.374,0.138,89.0,0.5,17,0.0,0.353,0.412,0.235,0.353,0.4,0.0,1,1,0,1,COL@KC,COL,KC
14,Kyle Farmer,571657,R,571657,FC,30.0,13.0,0.433,0.093,0.5832857142857143,1.447,0.5,88.77037037037037,0.444,27,0.111,0.37,0.296,0.259,0.407,0.086,0.143,6,3,0,4,COL@KC,COL,KC
15,Kyle Farmer,571657,R,571657,FF,103.0,20.0,0.194,0.09,0.2574237288135593,0.554,0.068,88.68947368421053,0.488,76,0.026,0.342,0.289,0.289,0.276,0.242,0.1,15,4,0,1,COL@KC,COL,KC
18,Kyle Farmer,571657,R,571657,SI,64.0,17.0,0.266,0.039,0.29050724637681163,0.663,0.07799999999999996,81.09454545454545,0.333,55,0.018,0.2,0.6,0.273,0.109,0.13,0.043,12,5,0,0,COL@KC,COL,KC
19,Kyle Farmer,571657,R,571657,SL,94.0,24.0,0.255,0.155,0.30894,0.723,0.17099999999999999,83.99444444444445,0.444,72,0.056,0.25,0.431,0.208,0.292,0.228,0.05,15,5,1,3,COL@KC,COL,KC
20,Kyle Farmer,571657,R,571657,ST,30.0,2.0,0.067,0.183,0.09563333333333332,0.234,0.1,81.79473684210525,0.444,19,0.053,0.211,0.474,0.211,0.263,0.367,0.0,1,0,0,1,COL@KC,COL,KC
22,Ryan McMahon,641857,R,641857,CH,140.0,35.0,0.25,0.118,0.31009395973154363,0.727,0.186,89.66315789473684,0.545,114,0.096,0.412,0.5,0.193,0.289,0.185,0.06,19,10,2,4,COL@KC,COL,KC
23,Ryan McMahon,641857,R,641857,CU,97.0,24.0,0.247,0.21,0.32279611650485435,0.765,0.22699999999999998,88.86999999999999,0.611,60,0.183,0.467,0.4,0.283,0.317,0.359,0.058,12,7,0,5,COL@KC,COL,KC
24,Ryan McMahon,641857,R,641857,FC,79.0,18.0,0.228,0.139,0.2945057471264368,0.675,0.152,87.2578947368421,0.52,57,0.07,0.439,0.544,0.211,0.228,0.261,0.091,12,3,0,3,COL@KC,COL,KC
25,Ryan McMahon,641857,R,641857,FF,274.0,72.0,0.263,0.126,0.3576346749226006,0.82,0.186,94.29757575757576,0.534,165,0.133,0.533,0.333,0.315,0.309,0.34,0.15,45,15,0,12,COL@KC,COL,KC
31,Ryan McMahon,641857,R,641857,SI,58.0,9.0,0.155,0.096,0.2797183098591549,0.603,0.13799999999999998,91.98409090909091,0.409,44,0.136,0.477,0.5,0.273,0.227,0.197,0.183,5,2,0,2,COL@KC,COL,KC
32,Ryan McMahon,641857,R,641857,SL,117.0,26.0,0.222,0.206,0.31488235294117645,0.709,0.163,91.65076923076923,0.667,65,0.138,0.508,0.523,0.262,0.2,0.388,0.129,16,5,1,4,COL@KC,COL,KC
33,Ryan McMahon,641857,R,641857,ST,24.0,8.0,0.333,0.133,0.5252307692307692,1.302,0.5840000000000001,98.78666666666666,0.833,15,0.333,0.667,0.133,0.2,0.6,0.346,0.077,2,2,0,4,COL@KC,COL,KC
35,Hunter Goodman,696100,R,696100,CH,13.0,4.0,0.308,0.231,0.42573333333333335,1.015,0.307,96.6,0.5,8,0.0,0.625,0.625,0.25,0.0,0.333,0.133,0,4,0,0,COL@KC,COL,KC
36,Hunter Goodman,696100,R,696100,CU,14.0,3.0,0.214,0.211,0.18321428571428572,0.428,0.0,78.8375,0.0,8,0.0,0.0,0.75,0.0,0.25,0.429,0.0,3,0,0,0,COL@KC,COL,KC
37,Hunter Goodman,696100,R,696100,FC,14.0,0.0,0.0,0.072,0.087125,0.118,0.0,84.30714285714285,0.5,14,0.0,0.214,0.286,0.071,0.357,0.059,0.118,0,0,0,0,COL@KC,COL,KC
38,Hunter Goodman,696100,R,696100,FF,49.0,11.0,0.224,0.146,0.3901052631578947,0.945,0.388,91.4388888888889,0.577,36,0.25,0.444,0.222,0.167,0.556,0.228,0.14,2,3,2,4,COL@KC,COL,KC
42,Hunter Goodman,696100,R,696100,SI,36.0,9.0,0.25,0.056,0.31189743589743585,0.717,0.16699999999999998,92.67714285714285,0.533,35,0.086,0.514,0.514,0.2,0.229,0.05,0.025,7,0,0,2,COL@KC,COL,KC
43,Hunter Goodman,696100,R,696100,SL,60.0,11.0,0.183,0.238,0.2317460317460317,0.539,0.134,87.61025641025641,0.611,39,0.077,0.436,0.462,0.154,0.308,0.333,0.048,7,2,0,2,COL@KC,COL,KC
44,Hunter Goodman,696100,R,696100,ST,24.0,2.0,0.083,0.28,0.09628,0.198,0.0,77.44285714285715,0.375,14,0.0,0.214,0.286,0.143,0.429,0.423,0.038,2,0,0,0,COL@KC,COL,KC
46,Sean Bouchard,656248,R,656248,CH,13.0,2.0,0.154,0.333,0.16176923076923075,0.385,0.07700000000000001,84.44285714285715,0.333,7,0.0,0.286,0.571,0.286,0.143,0.462,0.0,1,1,0,0,COL@KC,COL,KC
47,Sean Bouchard,656248,R,656248,CU,6.0,1.0,0.167,0.2,0.284875,0.542,0.0,76.46666666666665,0.0,3,0.0,0.0,0.667,0.333,0.0,0.375,0.125,1,0,0,0,COL@KC,COL,KC
49,Sean Bouchard,656248,R,656248,FC,2.0,0.0,0.0,0.182,0.24233333333333332,0.333,0.0,92.6,0.0,2,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,0,COL@KC,COL,KC
50,Sean Bouchard,656248,R,656248,FF,31.0,7.0,0.226,0.127,0.35057142857142853,0.83,0.29000000000000004,93.67999999999999,0.5,20,0.15,0.5,0.3,0.2,0.5,0.314,0.114,2,3,0,2,COL@KC,COL,KC
